;DS;OF;EF;IoU;Sn;Sp;Acc;AO;FPR;FNR;MA;MAPE;Rerr;MAPE2;Rerr2;PSNR;PSNR2;PSNR3
layer: 130;0.07511210762331838;0.09377186843946816;1.4030790762771168;0.039021549213744906;0.09377186843946816;0.31569965870307165;0.2429456297315898;0.039021549213744906;0.6843003412969283;0.9062281315605318;0.7570543702684102;0.49685094471658503;0.16288139481532463;37.75437368789363;0.9366493055555556;0.08058998147649833;1.2087292913979653;-41.35425762282808
layer: 131;0.024196335983408226;0.027279812938425563;1.2275915822291503;0.01224632610216935;0.027279812938425563;0.4072261949567181;0.283502538071066;0.01224632610216935;0.5927738050432819;0.9727201870615745;0.716497461928934;0.254871395167576;0.08299492385786802;42.07872174590803;0.9372743055555556;0.08504727942409791;1.4478534367865477;-40.67024292250161
layer: 132;0.0021287919105907396;0.001841620626151013;0.7283609576427256;0.0010655301012253596;0.001841620626151013;0.6697286012526096;0.4613616776788279;0.0010655301012253596;0.3302713987473904;0.998158379373849;0.538638322321172;0.26979742173112337;-0.08417121516805516;49.56353591160221;0.9344791666666666;0.12280990461583907;2.687027512205507;-38.885424995085714
layer: 133;0.0;0.0;0.13215859030837004;0.0;0.0;0.9457013574660633;0.6703014753046825;0.0;0.05429864253393665;1.0;0.3296985246953175;0.8678414096916299;-0.25272610647851185;59.13436123348018;0.9321875;0.16051256091351457;4.818829961935659;-36.772889844683945
layer: 134;0.0;0.0;0.08401084010840108;0.0;0.0;0.9686075949367089;0.7051234795429414;0.0;0.03139240506329114;1.0;0.2948765204570586;0.9159891598915989;-0.24917065978621453;73.45663956639567;0.9411631944444444;0.14668661449055426;5.303598067696526;-35.23990886627181
layer: 135;0.5818505338078291;0.6135084427767354;0.49530956848030017;0.410288582183187;0.6135084427767354;0.855816493719279;0.8011844331641286;0.410288582183187;0.1441835062807209;0.38649155722326456;0.1988155668358714;0.10881801125703565;0.024534686971235193;0.10881801125703565;0.0010069444444444444;20.883246254874948;7.015496142735003;-32.35920983385337
layer: 136;0.5953109072375128;0.8202247191011236;0.9353932584269663;0.42380261248185774;0.8202247191011236;0.7881679389312977;0.7940871369294605;0.42380261248185774;0.21183206106870228;0.1797752808988764;0.2059128630705394;0.7556179775280899;0.1395228215767635;0.7556179775280899;0.004670138888888889;21.61631976660097;6.863165228036969;-31.29529639740779
layer: 137;0.6889763779527559;0.7383966244725738;0.4050632911392405;0.5255255255255256;0.7383966244725738;0.9190556492411467;0.8889669711876318;0.5255255255255256;0.08094435075885328;0.2616033755274262;0.11103302881236823;0.14345991561181434;0.023893183415319746;0.14345991561181434;0.0005902777777777778;25.617653964687896;9.545478131298617;-27.321646923405094
layer: 138;0.7338501291989664;0.9102564102564102;0.5705128205128205;0.5795918367346938;0.9102564102564102;0.8905289052890529;0.8937048503611971;0.5795918367346938;0.10947109471094711;0.08974358974358974;0.10629514963880289;0.4807692307692308;0.07739938080495357;0.4807692307692308;0.0013020833333333333;27.4758525871804;9.73486552345593;-25.740716978102807
layer: 139;0.0;0.0;0.2358490566037736;0.0;0.0;0.9391727493917275;0.746615087040619;0.0;0.06082725060827251;1.0;0.25338491295938104;0.7641509433962265;-0.15667311411992263;537.7452830188679;0.9896006944444444;0.029277625534301133;5.962192474381782;-27.252014547225265
layer: 140;0.0;0.0;0.13157894736842105;0.0;0.0;0.972972972972973;0.8071748878923767;0.0;0.02702702702702703;1.0;0.19282511210762332;0.868421052631579;-0.14798206278026907;1509.0526315789473;0.9955555555555555;0.013592952627249032;7.148364074685741;-23.295504250214528
